depth_mean,depth_max,depth_std,duration,label
4.325270370301535,7.911638712365921,2.294095135298474,0.49278014763124084,Minor Pothole
0.24055240686834728,2.4292171638480706,0.23887850394931665,0.1913721324872633,Normal Road
0.24847786572495728,2.837268744812812,0.3062399296406719,0.16346721637169506,Normal Road
4.111468174108035,6.026812516285852,2.098679515876886,0.49462956084586607,Minor Pothole
1.1626613654118563,1.7044221691402832,0.28773101045643534,0.2452802726140773,Normal Road
1.3265666043386313,2.7202275627443298,0.24887790967372014,0.2204141371507231,Normal Road
1.1553405704473112,1.7222229246190344,0.15396394747634645,0.27969197016261976,Normal Road
0.7272374519742186,2.64235315678393,0.31465885735702426,0.1442473727034867,Normal Road
0.3302952500934755,2.3965538952421936,0.41310786157699253,0.25078527314431753,Normal Road
1.2890454490117502,1.6299352013733688,0.16605407862970523,0.13259984103757927,Normal Road
-3.6087568136692423,-5.168750716868473,0.5125430990682203,1.2630127124370203,Speed Bump
-2.5758232102768863,-5.415363614110645,0.597460887891858,1.036206420591921,Speed Bump
0.17849111449871008,1.9768239345204006,0.33306991436249145,0.14812807914604378,Normal Road
4.835415210028206,6.580856936047065,2.1484261249859222,0.36315952718514993,Minor Pothole
14.633814104135443,23.669061892730724,4.561370123312146,1.7824937245900203,Major Pothole
-3.25364054421794,-4.190100863668301,1.272582074043072,1.3252116233230207,Speed Bump
12.263237412287111,21.134521817389114,6.709614207694303,1.3157257045299775,Major Pothole
0.8413931815441689,2.2487379709314457,0.4576825108254974,0.2701436289824355,Normal Road
-3.606466473771493,-5.3657454674338405,1.145225113708921,1.8933513956989718,Speed Bump
10.465213184062248,19.200754614030792,3.628531860222531,1.8156020804122972,Major Pothole
-4.367554860178562,-5.403774015605736,1.3188397205334097,2.227799452003828,Speed Bump
0.12325389497261169,1.6960676491145854,0.48893846804185614,0.2648381637259679,Normal Road
9.87021226833141,20.84887734744472,4.717999013833262,0.865567565860331,Major Pothole
13.451686694710602,21.647161439465663,4.827079152968157,0.8784672925411247,Major Pothole
10.56900029455775,24.952943513574333,5.320560191732946,1.9573168167395825,Major Pothole
